20	365
40	638
40	901
40	1164
40	1437
40	1576
40	1715
40	1864
40	1985
45	2152
45	2299
50	2514
65	2589
65	2649
70	2734
70	3017
115	3152
115	3267
115	3396
115	3505
510	3639
510	3772
510	3873
510	3965
510	4069
510	4139
545	4276
545	4419
545	4532
565	4659
565	4808
565	4957
565	5081
565	5208
565	5357
580	5451
580	5544
580	5679
580	5814
580	5944
580	6074
580	6165
590	6397
600	6543
600	6678
600	6818
600	6953
600	7099
600	7239
605	7365
605	7479
610	7634
610	7776
610	7868
620	7990
620	8160
620	8329
620	8431
620	8553
620	8723
640	8846
640	8993
640	9140
640	9287
640	9410
640	9557
640	9801
640	9948
640	10071
640	10218
640	10486
645	10607
645	10728
650	10881
650	11057
650	11233
650	11412
655	11705
655	11990
660	12120
665	12248
675	12504
685	12662
685	12886
690	13012
690	13162
700	13291
700	13430
700	13579
700	13746
700	13912
700	14051
700	14200
700	14349
700	14488
705	14609
705	14779
705	14949
705	15070
705	15191
705	15361
710	15483
720	15808
720	16131
725	16267
725	16427
725	16587
725	16723
725	16859
725	17019
745	17139
760	17293
770	17452
770	17611
770	17748
770	17855
770	17940
770	18047
770	18201
770	18355
770	18487
775	18632
775	18801
775	18960
775	19105
775	19264
775	19433
775	19592
775	19737
775	19906
780	20452
780	20990
785	21154
795	21412
820	21502
820	21624
830	21739
830	21854
835	22031
840	22177
840	22313
845	22453
850	22701
850	22953
850	23215
855	23466
855	23872
860	24027
860	24147
860	24316
860	24485
860	24605
860	24725
860	24894
885	25184
885	25466
895	25819
895	25949
900	26117
905	26290
915	26419
915	26558
915	26673
915	26802
915	26941
915	27226
915	27510
925	27691
925	27925
940	28095
940	28209
940	28349
940	28499
940	28631
940	28771
940	28885
940	29055
940	29232
940	29400
945	29500
945	29620
950	29746
950	29869
950	29995
950	30109
955	30259
955	30409
955	30547
955	30753
955	30959
960	31127
960	31287
960	31455
960	31738
975	31944
975	32164
975	32390
975	32589
975	32801
975	33023
975	33313
975	33535
975	33747
975	33945
985	34059
985	34228
985	34397
985	34504
985	34673
985	34787
1010	34940
1010	35230
1015	35399
1015	35565
1020	35673
1020	35788
1035	36072
1035	36357
1035	36638
1045	36808
1045	36936
1045	37106
1045	37221
1045	37391
1045	37518
1055	37688
1055	37848
1055	37996
1055	38163
1055	38332
1065	38454
1065	38554
1070	38709
1070	38878
1070	39203
1075	39408
1075	39613
1075	39780
1075	39947
1075	40152
1090	40259
1090	40331
1090	40470
1090	40569
1090	40708
1090	40772
1090	40898
1095	41037
1095	41176
1095	41326
1095	41603
1095	42009
1100	42158
1100	42317
1100	42486
1100	42635
1100	42794
1100	42963
1100	43122
1100	43271
1100	43440
1105	43565
1120	43718
1120	43871
1130	44001
1140	44255
1145	44362
1145	44491
1145	44630
1145	44749
1145	44888
1145	45034
1145	45161
1145	45307
1150	45472
1150	45631
1150	45881
1155	46011
1155	46136
1155	46272
1155	46563
1160	46741
1165	46910
1165	47021
1165	47190
1165	47299
1165	47408
1165	47577
1180	47731
1180	48010
1180	48293
1185	48423
1185	48563
1190	48667
1190	48754
1190	48858
1190	48962
1190	49049
1190	49153
1205	49403
1205	49653
1225	49753
1225	49873
1230	49999
1230	50122
1230	50246
1230	50367
1235	50586
1240	50708
1245	50940
1250	51047
1250	51186
1250	51325
1250	51464
1250	51561
1250	51690
1255	51848
1255	52002
1255	52156
1275	52297
1275	52422
1275	52561
1275	52683
1275	52960
1275	53083
1275	53222
1280	53341
1280	53595
1285	53699
1285	53868
1285	54037
1285	54138
1285	54307
1285	54410
1300	54589
1300	54774
1310	54944
1310	55098
1310	55352
1315	55522
1315	55647
1315	55737
1315	55857
1315	56027
1315	56112
1315	56210
1320	56290
1320	56526
1320	56772
1320	57008
1320	57254
1320	57334
1320	57484
1320	57642
1320	57779
1320	57937
1320	58173
1320	58419
1325	58564
1325	58677
1325	58818
1335	59029
1345	59396
1345	59687
1350	59767
1350	59847
1360	59984
1360	60106
1370	60228
1370	60460
1370	60691
1375	60853
1375	60987
1375	61139
1380	61309
1380	61461
1395	61548
1395	61637
1420	61790
1420	61953
1420	62106
1420	62269
1420	62432
1420	62585
1425	62710
1425	62830
1425	62933
1430	63055
1430	63206
1430	63342
1430	63408
1435	63520
